ID,Date,Title,ISBN,Classification
1094082831,1998-12-17,An essay of health and long life,405118022,72
1092406842,1997-03-03,Abrégé de sociologie et économie médicales,2225360583,72
1094670852,2001-05-15,La santé : perspectives médicales et économiques,2882170051,72
1093131957,1997-03-03,Handbook of medical sociology,0133803058; 9780133803051,72
1097426138,2016-07-12,Oxford textbook of public health,0192617079; 9780192617071,72
1094670590,2001-05-04,Social determinants of health,0192630695; 9780192630698,72
1097426618,2017-02-09,"Accident prone : a history of technology, psychology, and misfits of the machine age",0226081176; 9780226081175,72
1097425790,2010-07-07,"Life under pressure : mortality and living standards in Europe and Asia, 1700-1900",0262025515; 9780262025515; 9780262512435; 0262512432,72
1096898884,2015-07-23,Treating addictive behaviors : processes of change,0306422484; 9780306422485,72
1094670403,2001-07-05,"Food in society : economy, culture, geography",0340720034; 9780340720035; 0340720042; 9780340720042,72
1096622418,2012-07-11,The picture of health : environmental sources of disease,0393064344; 9780393064346,72
1097426151,2016-07-12,Success and crisis in national health systems : a comparative approach,0415012899; 9780415012898,72
1094723389,2005-05-10,The management of normality : critical essays in health and welfare,0415032008; 9780415032001,72
1094685400,2003-01-14,Studying the organisation and delivery of health services : research methods,041525762X; 9780415257626; 0415257638; 9780415257633,72
1097426642,2017-02-06,Routledge handbook of disability studies,0415574005; 9780415574006; 0203144112; 9780203144114,72
1096895893,2014-04-10,Just health care,0521236088; 9780521236089; 0521317940; 9780521317948,72
1096896717,2014-04-09,Human biology and social inequality,0521570433; 9780521570435,72
1094669741,2000-12-15,A world of babies : imagined childcare guides for seven societies,0521662648; 9780521662642; 0521664756; 9780521664752,72
1096895892,2014-04-09,The health of nations : society and law beyond the state,0521816556; 9780521816557; 0521016800; 9780521016803,72
1094707120,2004-04-26,"Dicing with death : chance, risk and health",0521832594; 9780521832595; 0521540232; 9780521540230,72
1096896415,2014-04-09,Trade and human health and safety,0521855284; 9780521855280,72
1097426149,2016-07-12,"Health, society and medicine : an introduction to community medicine",0632009659; 9780632009657,72
1097426645,2013-12-18,The modern rise of population,0713158670; 9780713158670,72
1094725161,2004-12-23,"Health, disease and society in Europe 1800-1930 : a source book",0719067391; 9780719067396; 0719067383; 9780719067389,72
1093355908,1997-03-03,The enigma of health : the art of healing in a scientific age,0745613675; 9780745613673; 0745615945; 9780745615943,72
1094721670,2006-04-12,Unhealthy health policy : a critical anthropological examination,0759105103; 9780759105102; 0759105111; 9780759105119,72
1094685475,2003-01-28,"Smoking : risk, perception, & policy",0761923802; 9780761923800; 0761923810; 9780761923817,72
1097426183,2016-10-24,Betrayal of trust : the collapse of global public health,0786884401; 9780786884407; 9780965010443; 0965010449,72
1094721161,2006-06-22,Women's health care : activist traditions and institutional change,0801858259; 9780801858253; 0801858267; 9780801858260,72
1094709852,2003-07-23,Medicine moves to the mall,080187064X; 9780801870644,72
1094723460,2005-05-18,Emerging illnesses and society : negotiating the public health agenda,0801879426; 9780801879425,72
1094708091,2003-11-19,Understanding self-help mutual aid : experiential learning in the commons,0813526299; 9780813526294; 0813526302; 9780813526300,72
1094706807,2004-06-25,Women's health : complexities and differences,0814207049; 9780814207048; 0814207057; 9780814207055,72
1094670755,2001-03-01,"The visible woman : imaging technologies, gender, and science",0814715567; 9780814715567; 0814715680; 9780814715680,72
1094721119,2006-07-11,The social medicine reader,0822335689; 9780822335689; 082233593X; 9780822335931; 0822335697; 9780822335696,72
1094721120,2006-07-11,The social medicine reader,0822335689; 9780822335689; 082233593X; 9780822335931; 0822335697; 9780822335696,72
1094721121,2006-07-11,The social medicine reader,0822335689; 9780822335689; 082233593X; 9780822335931; 0822335697; 9780822335696,72
1094005979,1999-07-12,Collected essays on public health and epidemiology,0881350761; 9780881350760; 088135077X; 9780881350777,72
1094005980,1999-07-12,Collected essays on public health and epidemiology,0881350761; 9780881350760; 088135077X; 9780881350777,72
1094725177,2005-01-12,"Medicine, media and morality : Pulitzer Prize-Winning writings on health-related topics",0894646923; 9780894646928,72
1097426145,2016-07-12,Health care systems in world perspective,0914904132; 9780914904137,72
1097426320,2017-03-15,The hidden persuaders,097884310X; 9780978843106,72
1094720470,2006-08-09,Commercialization of health care : global and local dynamics and policy responses,1403943494; 9781403943491,72
1097426610,2017-02-08,A history of global health : interventions into the lives of other peoples,1421420333; 9781421420332,72
1096135824,2009-09-10,"Women, health, and medicine : transforming perspectives and practice",1558614389; 9781558614383,72
1097426146,2016-07-12,Life sciences and health challenges,1573311480; 9781573311489,72
1094706836,2004-06-29,The clinical experience : the construction and reconstruction of medical reality,1856285774; 9781856285773,72
1094721678,2006-04-19,Humanities and the health sciences : a collaborative project for faculty development and curricular revision : a Puerto Rican experience,1882528336; 9781882528332,72
1094725410,2005-02-01,"Humanities in medicine : beyond the millennium : a summary of the proceedings of the first Windsor Conference, Cumberland Lodge, Windsor Great Park, 12th & 13th March 1998",1902089243; 9781902089249,72
1093177547,1997-03-03,Le gouvernement du corps,2020196727; 9782020196727,72
1094083023,1999-02-05,Le miasme et la jonquille : l'odorat et l'imaginaire social : XVIIIe-XIXe siècles,2080811657; 9782080811653,72
1096158000,2010-08-02,Le miasme et la jonquille : l'odorat et l'imaginaire social : XVIIIe-XIXe siècles,2080811657; 9782080811653,72
1092304402,1997-03-03,La médecine préventive,2130361269; 9782130361268,72
1096114501,2008-01-16,"Sociologie de la santé : institutions, professions et maladies",2200262299; 9782200262297,72
1097425488,2016-04-04,La course à la performance : regards critiques de la philosophie sur la santé,2701020956; 9782701020952,72
1094082119,1998-07-02,Les sciences hors d'Occident au XXe siècle. 20th century sciences : beyond the metropolis.,2709912988; 9782709912983,72
1094706345,1997-03-03,De la santé des gens de lettres,2729106812; 9782729106812,72
1096899441,2013-05-06,Tabac : l'histoire d'une imposture : enquête sur le complot anti-fumeurs,2733904582; 9782733904589,72
1094670360,2001-07-18,Chroniques socio-anthropologiques au temps du sida : trois essais sur les (homo)sexualités masculines,2738498620; 9782738498625,72
1092370400,1997-03-03,Santé et politique sociale,2825600032; 9782825600030,72
1094724651,2005-03-21,Chère médecine,282890025X,72
1097426324,2017-02-24,Systèmes et politiques de santé : de la santé publique à l'anthropologie,2845861311; 9782845861312,72
1096896366,2014-02-13,"Panser le monde, penser les médecines : traditions médicales et développement sanitaire",2845866356; 9782845866355,72
1093267409,1997-04-26,Image de la santé,2864808919; 9782864808916,72
1094723495,2005-05-27,Santé et droits de l'homme,2880491614; 9782880491611; 9782880492267; 2880492262; 9782880492120; 2880492122,72
1096111319,2006-11-07,Santé et droits de l'homme,2880491614; 9782880491611; 9782880492267; 2880492262; 9782880492120; 2880492122,72
1094723492,2005-05-27,"Une nouvelle approche de la différence : comment repenser le handicap, sur la base des actes du congrès organisé par Pro Infirmis Vaud à l'EPFL, le 12 octobre 2000",2880491630; 9782880491635,72
1096898945,2015-06-24,Pour la santé publique,2881460232; 9782881460234,72
1096115842,2008-04-23,Médecine pour la médecine ou médecine pour la santé ?,288146081X; 9782881460814,72
1094081674,1998-03-24,"La cuisine du corps et de l'âme : approche ethnologique du végétarisme, du crudivorisme et de la macrobiotique en Suisse",2882790104; 9782882790101; 2735107558; 9782735107551,72
1094723697,2005-07-04,L'insaisissable pratique : travail éducatif auprès de personnes souffrant de handicap : étude pilote,288284042X; 9782882840424,72
1096115796,2008-06-05,L'assurance-santé : plaidoyer pour le modèle canadien,2890522105; 9782890522107,72
1093101194,1997-03-03,De la sobriété,2905614528; 9782905614520,72
1096156268,2010-06-17,"Santé, jeunesse ! : histoire de la médecine scolaire à Genève : 1884-2004",2940238162; 9782940238163,72
1093156205,1997-03-03,De la santé des gens de lettres : (1768),2950395511; 9782950395511,72
1096895854,2013-06-20,Le développement socio-émotionnel du jeune enfant,2951945825; 9782951945821,72
1094082118,1998-07-02,"Manager la santé dans l'entreprise : petit guide à l'usage des chefs d'entreprise, des cadres, des responsables des ressources humaines, des professionnels de la santé et du domaine psychosocial, et de tout collaborateur soucieux de ménager sa santé",2970016907; 9782970016908,72
1097426602,2013-12-18,Die Lebenszeit : vom aufgeschobenen Tod und von der Kunst des Lebens,3406332110; 9783406332111,72
1096896517,2013-12-13,Die Gesundheitsfalle : woran unsere Medizin krankt : zwölf Thesen zu ihrer Heilung,3430122414; 9783430122412,72
1093029450,1997-03-03,"Currents in alcohol research and the prevention of alcohol problems : proceedings of an international symposium held in Lausanne, Switzerland, November 7-9, 1983",345681397X; 9783456813974,72
1094724660,2005-03-22,Health in 1980-1990 : a predictive study based on an international inquiry,3805517785; 9783805517782,72
1096158498,2010-11-17,Behinderung = Handicap,3905315394; 9783905315394,72
1094687368,2002-03-27,Un tratado nazarí sobre alimentos : al-kalam alà l-agdiya de al-arbuli,8489606234; 9788489606234,72
1094670347,2001-07-23,Neoliberalismo y políticas de salud,849522402X; 9788495224026,72
1094685602,2003-02-25,Ricerche fisiche intorno alla salubrità dell'aria : con un articolo di Alessandro Volta sull'eudiometria,8809207610; 9788809207615,72
1094725236,2005-01-12,Globalization and health,9004141456; 9789004141452,72
1096133041,2009-06-16,"Health, medicine, society : proceedings of the International Conference on the Sociology of Medicine, Warsaw (Jabłonna), August 20-25, 1973",9027705526; 9789027705525,72
1096899840,2015-11-19,Cigarette wars : the triumph of the little white slaver,9780119511857; 0119511851; 9780195118513; 0195118510,72
1097426220,2016-10-03,Global perspectives on health care,9780136690948; 0136690947; 9780133150780; 013315078X,72
1097426170,2016-11-07,Seminars in community medicine,9780192611208; 0192611208; 9780192611215; 0192611216,72
1096899258,2015-08-25,Sense and stigma in the gospels : depictions of sensory-disabled characters,9780199590094; 0199590095,72
1096896555,2014-02-26,"Demons : our changing attitudes to alcohol, tobacco, & drugs",9780199604982; 0199604983,72
1096898561,2015-04-20,The perils of peace : the public health crisis in occupied Germany,9780199660797; 0199660794,72
1097427023,2017-07-06,What's wrong with fat ?,9780199857081; 0199857083,72
1096899247,2015-08-24,How reason almost lost its mind : the strange career of Cold War rationality,9780226046631; 022604663X,72
1096621055,2012-02-09,Voluntary action and illegal drugs : health and society in Britain since the 1960s,9780230521407; 0230521401,72
RERO-15986183,2014-08-19,Voluntary action and illegal drugs : health and society in Britain since the 1960s,9780230521407; 0230521401,72
1096114529,2008-01-15,Toxic exposures : contested illnesses and the environmental health movement,9780231129480; 0231129483,72
1097425941,2016-03-21,Disability histories,9780252038747; 0252038746; 9780252080319; 0252080319; 9780252096693; 025209669X,72
1097426247,2016-09-15,"The people's health, 1830 to 1910",9780297820475; 0297820478,72
1097426667,2017-02-06,"Nudge : improving decisions about health, wealth, and happiness",9780300122237; 0300122233,72
1096898510,2015-04-20,Healthcare in private and public from the early modern period to 2000,9780415727006; 0415727006; 9780415727037; 0415727030; 9781315739878; 1315739879,72
1097426203,2016-10-06,Reforming health care : the philosophy and practice of international health reform,9780471953258; 0471953253,72
1096133477,2009-01-08,Concerto for the left hand : disability and the defamiliar body,9780472070336; 0472070339; 9780472050338; 0472050338,72
1096899826,2015-11-19,The cigarette papers,9780520205727; 0520205723; 9780520213722; 0520213726,72
1096114533,2008-01-15,Disability in local and global worlds,9780520246164; 0520246160; 9780520246171; 0520246179,72
1096113338,2007-10-10,How everyday products make people sick : toxins at home and in the workplace,9780520248816; 0520248813; 9780520248823; 0520248821,72
1096899817,2015-11-19,Golden holocaust : origins of the cigarette catastrophe and the case for abolition,9780520270169; 0520270169,72
1096896534,2013-11-07,Life in crisis : the ethical journey of Doctors without Borders,9780520274846; 0520274849; 9780520274853; 0520274857,72
1096898500,2015-03-09,Toxic injustice : a transnational history of exposure and struggle,9780520278981; 0520278984; 9780520278998; 0520278992,72
1096896710,2014-04-10,The health consequences of modernization : evidence from circumpolar peoples,9780521474016; 0521474019,72
1096896720,2014-04-09,Communicating affection : interpersonal behavior and social context,9780521731744; 0521731747,72
1096896708,2014-04-09,Social security reform : financial and political issues in international perspective,9780521844956; 0521844959,72
1097426182,2016-10-24,"An introduction to health : policy, planning, and financing",9780582238664; 0582238668; 9780582238657; 058223865X,72
1097426665,2017-02-06,Free to be foolish : politics and health promotion in the United States and Great Britain,9780691078670; 069107867X,72
1096898519,2015-04-20,When people come first : critical studies in global health,9780691157382; 0691157383; 9780691157399; 0691157391,72
1097426263,2016-09-05,"The imagined slum : newspaper representation in three cities, 1870-1914",9780718521349; 071852134X; 0718513894; 9780718513894,72
1096156577,2010-03-18,The health of men and women,9780745634548; 0745634540; 9780745634531; 0745634532,72
1096897018,2014-08-18,Three shots at prevention : the HPV vaccine and the politics of medicine's simple solutions,9780801896712; 0801896711; 9780801896729; 080189672X,72
1096156704,2009-10-26,"Trauma and memory : reading, healing, and making law",9780804754057; 0804754055,72
1096896434,2014-02-20,A disability history of the United States,9780807022023; 0807022020,72
1096898503,2015-04-20,"Comrades in health : U.S. health internationalists, abroad and at home",9780813561202; 0813561205; 9780813561219; 0813561213; 9780813561226; 0813561221,72
1096899246,2015-08-24,Broadcasting birth control : mass media and family planning,9780813561516; 0813561515; 9780813561523; 0813561523,72
1096899991,2015-11-30,"Tainted earth : smelters, public health, and the environment",9780813562780; 0813562783; 9780813562797; 0813562791; 9780813562803; 0813562805,72
1096899697,2015-08-28,Making and unmaking public health in Africa : ethnographic and historical perspectives,9780821420577; 0821420577; 9780821420584; 0821420585,72
1096899431,2015-08-31,Global health in Africa : historical perspectives on disease control,9780821420676; 0821420674; 9780821420683; 0821420682; 9780821444719; 0821444719,72
1096899501,2015-03-05,"Addicted, pregnant, poor",9780822359968; 0822359960,72
1096899881,2016-01-18,"Toxic airs : body, place, planet in historical perspective",9780822962908; 082296290X,72
1097426217,2016-10-03,Manpower and primary health care : guidelines for improving/expanding health service coverage in developing countries,9780824806071; 0824806077,72
1096898506,2015-04-15,"Medicine and nation building in the Americas, 1890-1940",9780826520203; 0826520200; 9780826520210; 0826520219; 9780826520227; 0826520227,72
1096899442,2013-05-06,La guerre du tabac : l'expérience canadienne,9780889368132; 0889368139,72
1097426041,2016-11-09,Medicine & public health : the power of collaboration,9780924143052; 0924143053,72
1097426743,2017-05-10,"Target risk : dealing with the danger of death, disease and damage in everyday decisions",9780969912408; 0969912404,72
1096898129,2015-02-10,"Disability in the Ottoman Arab world, 1500–1800",9781107044791; 1107044790,72
1096899519,2015-09-29,Ensuring America's health : the public creation of the corporate health care system,9781107044883; 110704488X,72
1096896456,2013-12-19,For the betterment of the race : the rise and fall of the international movement for eugenics and racial hygiene,9781137286116; 1137286113,72
1096895921,2013-12-19,"Migration, health and ethnicity in the modern world",9781137303226; 1137303220,72
1097425375,2016-10-21,Santé : raviver les solidarités : [dossier],9781234567897; 123456789X,72
1096899452,2015-09-22,Disability and passing : blurring the lines of identity,9781439909799; 1439909792; 9781439909805; 1439909806,72
1096800059,2013-02-15,Understanding the sociology of health,9781446201879; 1446201872,72
1097425639,2016-04-19,"Infirmity in Antiquity and the Middle Ages : social and cultural approaches to health, weakness and care",9781472438348; 1472438345,72
1096898754,2015-04-15,"Sanitation, latrines and intestinal parasites in past populations",9781472449078; 147244907X; 9781472449085; 1472449088; 9781472449092; 1472449096,72
1096899663,2015-11-23,Future human evolution : eugenics in the twenty-first century,9781557791542; 1557791546,72
1096623596,2012-11-07,"Communities and health care : the Rochester, New York, Experiment",9781580463850; 1580463851,72
1097425518,2015-01-28,Powerless science? : science and politics in a toxic world,9781782382362; 1782382364,72
1096896412,2014-03-13,"Medicine, healing and performance",9781782971580; 1782971580,72
1096899818,2015-11-19,"Smoke signals : women, smoking and visual culture in Britain",9781845202668; 184520266X; 9781845202675; 1845202678,72
1096896511,2014-02-20,"Disabled children : contested caring, 1850-1979",9781848933613; 1848933614,72
1096897399,2014-11-12,Health and citizenship : political cultures of health in modern Europe,9781848934320; 1848934327,72
1096620829,2011-11-03,Effectiveness and efficiency : random reflections on health services,9781853153945; 185315394X,72
1097425457,2016-06-02,Nicotine without smoke : tobacco harm reduction : a report,9781860166006; 1860166008,72
1097426758,2017-06-08,Tempêtes microbiennes : essai sur la politique de sécurité sanitaire dans le monde transatlantique,9782070140800; 2070140806,72
1097425567,2016-04-26,La médecine sans médecin ? : le numérique au service du malade,9782070148844; 207014884X,72
1096158348,2011-03-10,Soin et subjectivité,9782130577225; 2130577229,72
1097425843,2016-06-02,Les batailles de l'hygiène : villes et environnement de Pasteur aux Trente Glorieuses,9782130617860; 2130617867,72
1096899513,2015-11-03,Le corps accidenté : bouleversements identitaires et reconstruction de soi,9782130729631; 2130729630,72
1097427035,2017-03-22,"La grande évasion : santé, richesse et origine des inégalités",9782130736868; 2130736866,72
1096898395,2015-04-14,L'empire des hygiénistes : vivre aux colonies,9782213662367; 2213662363,72
1096897871,2014-10-23,Géopolitique de la santé mondiale,9782213677767; 221367776X,72
1096896270,2013-11-07,La liberté au risque de la santé publique,9782251430294; 2251430296,72
1096158789,2011-02-24,La peur est au-dessus de nos moyens : pour en finir avec le principe de précaution,9782259209632; 2259209637,72
1096160014,2011-04-06,"Handicaps et sociétés dans l'histoire : l'estropié, l'aveugle et le paralytique de l'Antiquité aux temps modernes",9782296114432; 2296114431,72
1096160558,2011-06-30,L'accès aux médicaments des pays en développement : enjeu d'une rénovation des politiques de développement,9782296554603; 2296554601,72
1096897256,2014-09-02,Education et santé : des pratiques aux savoirs,9782343039572; 2343039577,72
1096898067,2015-01-23,Les crises de santé publique : entre incompétence et compromissions,9782343050188; 234305018X,72
1096896245,2013-12-19,"Ville, urbanisme & santé : les trois révolutions",9782350190822; 235019082X,72
1097425601,2016-04-07,Monstre et imaginaire social : approches historiques,9782354280086; 2354280084,72
1097425318,2015-06-25,"Alcools : seizième Colloque des Invalides, 16 novembre 2012",9782355480775; 235548077X,72
1096899882,2016-01-20,Quantified self : les apprentis sorciers du moi connecté,9782364051201; 2364051207,72
1097425091,2016-04-07,"Les métamorphoses du handicap de 1970 à nos jours : soi-même, avec les autres",9782706115141; 2706115149,72
1097426578,2017-03-14,Des toxiques invisibles : sociologie d'une affaire sanitaire oubliée,9782713223822; 2713223822,72
1096158534,2010-12-16,Le handicap au risque des cultures,9782749213101; 274921310X,72
1097425544,2016-01-20,Le handicap dans notre imaginaire culturel,9782749248615; 2749248612,72
1097425429,2016-05-10,"L'administration des faveurs : l'Etat, les sourds et les aveugles (1789-1885)",9782753508514; 2753508518,72
1096621829,2012-01-18,"Prescrire, proscrire : enjeux non médicaux dans le champ de la santé",9782753517578; 2753517576,72
1096899992,2015-12-16,La mondialisation des risques : une histoire politique et transnationale des risques sanitaires et environnementaux,9782753541771; 2753541779,72
1096897169,2014-08-25,"Corps, travail et statut social : l'apport de la paléoanthropologie funéraire aux sciences historiques",9782757407677; 2757407678,72
1096898009,2014-12-17,"La santé, bien public mondial ou bien marchand ? : Réflexions à partir des expériences africaines",9782757407806; 2757407805,72
1096898016,2014-12-17,"Psychologie de la santé : individu, famille et société",9782757407868; 2757407864,72
1096898001,2015-01-30,"Introduction à la sociologie du handicap : histoire, politiques et expérience",9782804182304; 2804182304,72
1096132257,2008-09-09,Handicap entre différence et ressemblance,9782828909482; 2828909484,72
1096159914,2011-04-20,"Abdeker, ou, l'art de conserver la beauté",9782841372386; 2841372383,72
1096159926,2011-04-20,Le livre sans titre : les conséquences fatales de la masturbation,9782841372621; 2841372626,72
1097425095,2015-12-16,"Services publics et religions : les nouvelles frontières de l'action publique en Europe : [Neuvièmes] Entretiens universitaires réguliers pour l'administration en Europe, [Limoges, 3 novembre 2005]",9782842874247; 2842874242,72
1096898748,2015-04-20,La médicalisation de l'échec scolaire,9782843032554; 2843032555,72
1096896285,2013-12-19,Corps et confort dans la ville moderne,9782862220666; 2862220663,72
1096896994,2014-10-08,Violences domestiques : prise en charge et prévention,9782889150526; 2889150526,72
1096158396,2011-02-25,Féminin invisible : la question du soin : dossier,9782919249015; 2919249010,72
1096159753,2011-06-16,Résister pour soigner : dossier,9782919249022; 2919249029,72
1096896513,2014-03-20,En faire trop : dossier,9782919249121; 2919249126,72
1096898699,2015-06-10,Ces maladies que l'on pourrait éviter : dossier,9782919249183; 2919249185,72
1097426797,2017-05-10,"La santé, une zone à défendre ? : [dossier] [dir. de la publ. Sylvie Cognard]",9782919249190; 2919249193,72
1097425371,2016-10-26,Les huis clos de la violence : [dossier],9782919249244; 291924924X,72
1096897184,2014-08-19,Lave-toi...! : une histoire de l'hygiène et de la santé publique en Europe,9782919878963; 2919878964,72
1096897337,2014-10-08,Le souffle du plein air : histoire d'un projet pédagogique et architectural novateur (1904-1952),9782940406173; 2940406170,72
1096896934,2014-06-12,Prendre soin : un médecin engagé dans le monde,9783037540770; 303754077X,72
1097426629,2017-02-01,Bittersüsse Genüsse : Kulturgeschichte der Genussmittel,9783205050131; 3205050134,72
1096895165,2013-03-27,2112 - Die Welt in 100 Jahren,9783487085197; 3487085194,72
1096898751,2015-04-27,"Geschichte der Prävention : Akteure, Praktiken, Instrumente",9783515109987; 3515109986,72
1097425559,2016-04-13,"Diskriminiert - vernichtet - vergessen : Behinderte in der Sowjetunion, unter nationalsozialistischer Besatzung und im Ostblock 1917-1991",9783515112666; 3515112669; 9783515112734; 3515112731,72
1096897040,2012-02-22,Normalität und Abweichung : Studien zur Theorie und Geschichte der Normalisierungsgesellschaft,9783531133935; 3531133934,72
1096623610,2012-06-06,Was ist krank? Was ist gesund? : zum Diskurs über Prävention und Gesundheitsförderung,9783593397863; 3593397862,72
1097425273,2010-07-07,Making a new countryside : health policies and practices in European history ca. 1860-1950,9783631596531; 3631596537,72
1096899248,2015-08-24,The imperfect historian : disability histories in Europe,9783631636596; 3631636598,72
1096897643,2014-10-21,"Swiss science, African decolonization and the rise of global health, 1940-2010",9783796533471; 3796533477,72
1096896020,2013-11-28,Disability history : Konstruktionen von Behinderung in der Geschichte : eine Einführung,9783837613612; 3837613615,72
1096623538,2012-12-17,Une médecine pour les personnes en bonne santé ? : analyses et recommandations concernant le human enhancement : rapport du groupe de travail Human Enhancement à l'attention des Académies suisses des sciences,9783905870305; 3905870304,72
1096897810,2014-11-04,Phänomene der Behinderung im Alltag : Bausteine zu einer Disability History der Vormoderne,9783939020288; 3939020281,72
1096896229,2013-07-22,Geography and health,9788183771030; 8183771033,72
1096896354,2013-08-08,"1898 : sanidad y ciencia en España y Latinoamérica durante el cambio de siglo : actas del Seminario Internacional Complutense, Madrid, 1999",9788489796065; 8489796068,72
1096897000,2014-08-04,Nacimientos bajo control : el parto en las edades moderna y contemporánea,9788497047685; 8497047680,72
1096896540,2013-11-06,"Fair society, healthy lives",9788822262516; 8822262514,72
1096895868,2014-02-12,Storia della disabilità : dal castigo degli dèi alla crisi del welfare,9788843065097; 8843065092,72
1096898290,2015-04-10,Promoting better integration of health information systems : best practices and challenges,9789289050777; 9289050772,72
1096896509,2013-07-04,"Vulnerability, social inequality, and health",9789727729982; 9727729983,72
1096898769,2015-04-20,"Historia, salud y globalización",9972511499; 9789972511493,72
1094721719,1997-03-03,Le petit manuel des mères : comment soigner nos enfants?,none,72
1094684647,2003-04-15,Précis d'hygiène,none,72
1094724650,2005-03-21,Demain la santé,none,72
1094724654,2005-03-21,Recherche en organisation sanitaire et techniques de management,none,72
1094721046,2006-06-21,Tant qu'on a la santé : les déterminants socio-économiques et culturels de la santé dans les relations sociales entre les femmes et les hommes,none,72
1094721149,2006-07-25,Hygiène,none,72
1094721316,2006-07-25,Hygiène,none,72
1094721323,2006-07-26,Précis d'hygiène publique et privée,none,72
